product_id,product_name,category,criticality,supplier_name,supplier_country,shipping_method,supplier_reliability_score,promised_delivery_days,actual_delivery_days
THY-0042,LED Landing Light,Electrical,Low,AeroParts Global,China,Sea,0.72,45,55
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,Collins Aerospace,USA,Sea,0.93,35,47
THY-0034,VHF Radio Unit,Avionics,Medium,Collins Aerospace,USA,Air,0.93,5,5
THY-0038,Radio Altimeter,Avionics,High,Thales Avionics,France,Air,0.88,7,6
THY-0058,Passenger Oxygen Mask,Cabin Interior,Medium,Kale Aero,Turkey,Road,0.83,2,2
THY-0038,Radio Altimeter,Avionics,High,Thales Avionics,France,Air,0.88,7,6
THY-0040,Main Battery Pack,Electrical,Medium,Collins Aerospace,USA,Air,0.93,6,6
THY-0061,Tray Table Arm,Cabin Interior,Low,Boeing Distribution Services,USA,Air,0.9,8,9
THY-0033,Weather Radar Antenna,Avionics,Medium,Collins Aerospace,USA,Air,0.93,8,7
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,Collins Aerospace,USA,Air,0.93,8,10
THY-0057,Life Vest,Cabin Interior,Medium,Boeing Distribution Services,USA,Sea,0.9,29,37
THY-0053,Fan Blade Fairing,Engine Parts,High,Lufthansa Technik,Germany,Air,0.95,6,5
THY-0013,Bolt Kit (AN-Series),Consumables,Low,Kale Aero,Turkey,Road,0.83,4,5
THY-0008,Fuel Filter Element,Consumables,Medium,Dubai Aerospace Parts,UAE,Air,0.78,4,6
THY-0057,Life Vest,Cabin Interior,Medium,Kale Aero,Turkey,Road,0.83,3,4
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,Alp Aviation,Turkey,Air,0.86,3,4
THY-0059,Galley Latch,Cabin Interior,Low,AeroParts Global,China,Air,0.72,10,13
THY-0058,Passenger Oxygen Mask,Cabin Interior,Medium,Kale Aero,Turkey,Air,0.83,2,2
THY-0033,Weather Radar Antenna,Avionics,Medium,Thales Avionics,France,Air,0.88,4,4
THY-0009,Oil Filter Element,Consumables,Low,Alp Aviation,Turkey,Air,0.86,1,1
THY-0027,Carbon Brake Disc,Landing Gear,Medium,GKN Aerospace,UK,Air,0.87,5,4
THY-0004,Grease Cartridge,Consumables,Low,Kale Aero,Turkey,Air,0.83,2,2
THY-0025,Nose Wheel Tire,Landing Gear,Medium,Liebherr Aerospace,Germany,Air,0.92,6,7
THY-0013,Bolt Kit (AN-Series),Consumables,Low,Kale Aero,Turkey,Air,0.83,2,3
THY-0021,Pressure Transducer,Hydraulics,High,Safran Aerosystems,France,Air,0.91,5,6
THY-0050,HPT Turbine Blade,Engine Parts,High,GKN Aerospace,UK,Air,0.87,7,8
THY-0042,LED Landing Light,Electrical,Low,Meggitt PLC,UK,Air,0.85,4,6
THY-0005,Safety Wire Spool,Consumables,Medium,AeroParts Global,China,Sea,0.72,33,43
THY-0001,O-Ring Seal Kit,Consumables,Low,Kale Aero,Turkey,Road,0.83,2,3
THY-0062,Lavatory Smoke Detector,Cabin Interior,High,Kale Aero,Turkey,Road,0.83,5,5
THY-0029,Torque Link Pin,Landing Gear,High,Liebherr Aerospace,Germany,Air,0.92,5,5
THY-0052,Bleed Air Valve,Engine Parts,High,Safran Aerosystems,France,Sea,0.91,15,12
THY-0020,Servo Control Valve,Hydraulics,High,Collins Aerospace,USA,Air,0.93,7,7
THY-0005,Safety Wire Spool,Consumables,Medium,Alp Aviation,Turkey,Road,0.86,4,3
THY-0008,Fuel Filter Element,Consumables,Medium,Alp Aviation,Turkey,Road,0.86,4,6
THY-0026,Brake Assembly,Landing Gear,High,Meggitt PLC,UK,Air,0.85,3,5
THY-0048,Igniter Plug,Engine Parts,High,GKN Aerospace,UK,Air,0.87,4,3
THY-0041,AC Generator,Electrical,Medium,Collins Aerospace,USA,Air,0.93,8,6
THY-0060,Reading Light Assembly,Cabin Interior,Medium,AeroParts Global,China,Air,0.72,12,14
THY-0018,Hydraulic Accumulator,Hydraulics,High,Nabtesco Aerospace,Japan,Sea,0.94,30,27
THY-0010,Wiper Blade,Consumables,Low,Boeing Distribution Services,USA,Air,0.9,9,10
THY-0048,Igniter Plug,Engine Parts,High,Safran Aerosystems,France,Sea,0.91,20,17
THY-0052,Bleed Air Valve,Engine Parts,High,Safran Aerosystems,France,Air,0.91,6,6
THY-0010,Wiper Blade,Consumables,Low,Boeing Distribution Services,USA,Air,0.9,10,13
THY-0043,Wiring Harness Kit,Electrical,High,AeroParts Global,China,Air,0.72,9,11
THY-0049,Fuel Nozzle,Engine Parts,High,GKN Aerospace,UK,Sea,0.87,18,19
THY-0032,Transponder Unit,Avionics,Medium,Collins Aerospace,USA,Air,0.93,8,8
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,Nabtesco Aerospace,Japan,Air,0.94,6,7
THY-0058,Passenger Oxygen Mask,Cabin Interior,Medium,Dubai Aerospace Parts,UAE,Air,0.78,4,4
THY-0033,Weather Radar Antenna,Avionics,Medium,Thales Avionics,France,Sea,0.88,17,19
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,Meggitt PLC,UK,Air,0.85,4,6
THY-0025,Nose Wheel Tire,Landing Gear,Medium,Meggitt PLC,UK,Sea,0.85,15,21
THY-0033,Weather Radar Antenna,Avionics,Medium,ST Engineering Aerospace,Singapore,Sea,0.9,36,56
THY-0054,Oil Pressure Sensor,Engine Parts,High,TEI Tusas Engine Industries,Turkey,Air,0.89,3,3
THY-0049,Fuel Nozzle,Engine Parts,High,Safran Aerosystems,France,Air,0.91,3,3
THY-0031,Axle Nut,Landing Gear,Medium,Liebherr Aerospace,Germany,Sea,0.92,16,16
THY-0032,Transponder Unit,Avionics,Medium,ST Engineering Aerospace,Singapore,Air,0.9,11,11
THY-0018,Hydraulic Accumulator,Hydraulics,High,Nabtesco Aerospace,Japan,Air,0.94,11,8
THY-0042,LED Landing Light,Electrical,Low,Meggitt PLC,UK,Air,0.85,5,6
THY-0029,Torque Link Pin,Landing Gear,High,Meggitt PLC,UK,Sea,0.85,13,14
THY-0055,Combustor Liner Panel,Engine Parts,High,Safran Aerosystems,France,Sea,0.91,17,19
THY-0054,Oil Pressure Sensor,Engine Parts,High,Safran Aerosystems,France,Air,0.91,7,5
THY-0045,Static Inverter,Electrical,High,AeroParts Global,China,Air,0.72,9,11
THY-0003,Turbine Engine Oil,Consumables,High,Boeing Distribution Services,USA,Air,0.9,7,8
THY-0063,Emergency Flashlight,Cabin Interior,High,Dubai Aerospace Parts,UAE,Sea,0.78,16,15
THY-0037,Static Port Sensor,Avionics,Medium,Thales Avionics,France,Air,0.88,6,6
THY-0031,Axle Nut,Landing Gear,Medium,Liebherr Aerospace,Germany,Air,0.92,7,6
THY-0056,Passenger Seat Belt,Cabin Interior,Medium,Kale Aero,Turkey,Road,0.83,2,4
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,Liebherr Aerospace,Germany,Air,0.92,3,3
THY-0036,Pitot Tube,Avionics,High,Thales Avionics,France,Air,0.88,5,5
THY-0006,Rivet Pack (100pc),Consumables,Medium,Boeing Distribution Services,USA,Sea,0.9,37,39
THY-0029,Torque Link Pin,Landing Gear,High,Alp Aviation,Turkey,Road,0.86,5,5
THY-0042,LED Landing Light,Electrical,Low,Meggitt PLC,UK,Air,0.85,5,6
THY-0054,Oil Pressure Sensor,Engine Parts,High,GKN Aerospace,UK,Air,0.87,8,8
THY-0059,Galley Latch,Cabin Interior,Low,Kale Aero,Turkey,Road,0.83,5,4
THY-0060,Reading Light Assembly,Cabin Interior,Medium,Boeing Distribution Services,USA,Air,0.9,6,7
THY-0006,Rivet Pack (100pc),Consumables,Medium,Dubai Aerospace Parts,UAE,Air,0.78,3,3
THY-0048,Igniter Plug,Engine Parts,High,GKN Aerospace,UK,Air,0.87,8,7
THY-0060,Reading Light Assembly,Cabin Interior,Medium,Dubai Aerospace Parts,UAE,Air,0.78,6,8
THY-0041,AC Generator,Electrical,Medium,ST Engineering Aerospace,Singapore,Sea,0.9,39,39
THY-0009,Oil Filter Element,Consumables,Low,Dubai Aerospace Parts,UAE,Air,0.78,3,4
THY-0011,Sealant Tube (PR-1440),Consumables,Low,AeroParts Global,China,Sea,0.72,36,51
THY-0009,Oil Filter Element,Consumables,Low,Dubai Aerospace Parts,UAE,Air,0.78,4,5
THY-0010,Wiper Blade,Consumables,Low,AeroParts Global,China,Air,0.72,12,17
THY-0011,Sealant Tube (PR-1440),Consumables,Low,Alp Aviation,Turkey,Air,0.86,2,3
THY-0009,Oil Filter Element,Consumables,Low,Alp Aviation,Turkey,Road,0.86,3,3
THY-0047,Position Light Assembly,Electrical,Medium,AeroParts Global,China,Sea,0.72,29,32
THY-0011,Sealant Tube (PR-1440),Consumables,Low,Dubai Aerospace Parts,UAE,Air,0.78,3,2
THY-0025,Nose Wheel Tire,Landing Gear,Medium,Meggitt PLC,UK,Air,0.85,7,6
THY-0046,Relay Module,Electrical,High,Collins Aerospace,USA,Air,0.93,10,10
THY-0021,Pressure Transducer,Hydraulics,High,Nabtesco Aerospace,Japan,Sea,0.94,32,36
THY-0051,Starter Motor,Engine Parts,Medium,Lufthansa Technik,Germany,Sea,0.95,14,13
THY-0047,Position Light Assembly,Electrical,Medium,AeroParts Global,China,Air,0.72,9,12
THY-0004,Grease Cartridge,Consumables,Low,AeroParts Global,China,Sea,0.72,44,60
THY-0051,Starter Motor,Engine Parts,Medium,TEI Tusas Engine Industries,Turkey,Road,0.89,2,3
THY-0062,Lavatory Smoke Detector,Cabin Interior,High,AeroParts Global,China,Sea,0.72,29,34
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,Nabtesco Aerospace,Japan,Air,0.94,6,6
THY-0029,Torque Link Pin,Landing Gear,High,Alp Aviation,Turkey,Road,0.86,3,2
THY-0020,Servo Control Valve,Hydraulics,High,Liebherr Aerospace,Germany,Sea,0.92,19,22
THY-0017,Flap Actuator,Hydraulics,High,Safran Aerosystems,France,Sea,0.91,15,17
THY-0009,Oil Filter Element,Consumables,Low,AeroParts Global,China,Air,0.72,10,15
THY-0061,Tray Table Arm,Cabin Interior,Low,Dubai Aerospace Parts,UAE,Air,0.78,6,8
THY-0056,Passenger Seat Belt,Cabin Interior,Medium,AeroParts Global,China,Air,0.72,11,14
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,Alp Aviation,Turkey,Road,0.86,5,5
THY-0004,Grease Cartridge,Consumables,Low,Alp Aviation,Turkey,Road,0.86,4,4
THY-0027,Carbon Brake Disc,Landing Gear,Medium,Meggitt PLC,UK,Air,0.85,4,4
THY-0011,Sealant Tube (PR-1440),Consumables,Low,Kale Aero,Turkey,Road,0.83,5,6
THY-0009,Oil Filter Element,Consumables,Low,AeroParts Global,China,Air,0.72,9,12
THY-0031,Axle Nut,Landing Gear,Medium,Liebherr Aerospace,Germany,Air,0.92,6,8
THY-0043,Wiring Harness Kit,Electrical,High,Meggitt PLC,UK,Air,0.85,7,8
THY-0025,Nose Wheel Tire,Landing Gear,Medium,Liebherr Aerospace,Germany,Sea,0.92,14,19
THY-0052,Bleed Air Valve,Engine Parts,High,Lufthansa Technik,Germany,Air,0.95,5,4
THY-0015,Adhesive Film Roll,Consumables,Medium,Kale Aero,Turkey,Air,0.83,2,3
THY-0034,VHF Radio Unit,Avionics,Medium,Collins Aerospace,USA,Air,0.93,8,6
THY-0023,Reservoir Cap Assembly,Hydraulics,Medium,Collins Aerospace,USA,Air,0.93,10,9
THY-0009,Oil Filter Element,Consumables,Low,Kale Aero,Turkey,Road,0.83,5,5
THY-0018,Hydraulic Accumulator,Hydraulics,High,Liebherr Aerospace,Germany,Sea,0.92,20,23
THY-0026,Brake Assembly,Landing Gear,High,GKN Aerospace,UK,Sea,0.87,20,25
THY-0040,Main Battery Pack,Electrical,Medium,Meggitt PLC,UK,Air,0.85,3,3
THY-0026,Brake Assembly,Landing Gear,High,Alp Aviation,Turkey,Air,0.86,1,1
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,Alp Aviation,Turkey,Road,0.86,4,5
THY-0057,Life Vest,Cabin Interior,Medium,AeroParts Global,China,Air,0.72,8,11
THY-0060,Reading Light Assembly,Cabin Interior,Medium,Boeing Distribution Services,USA,Sea,0.9,28,31
THY-0038,Radio Altimeter,Avionics,High,ST Engineering Aerospace,Singapore,Sea,0.9,41,44
THY-0046,Relay Module,Electrical,High,ST Engineering Aerospace,Singapore,Air,0.9,11,13
THY-0015,Adhesive Film Roll,Consumables,Medium,Boeing Distribution Services,USA,Sea,0.9,31,39
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,Meggitt PLC,UK,Air,0.85,6,7
THY-0042,LED Landing Light,Electrical,Low,AeroParts Global,China,Sea,0.72,39,55
THY-0055,Combustor Liner Panel,Engine Parts,High,Lufthansa Technik,Germany,Air,0.95,6,7
THY-0009,Oil Filter Element,Consumables,Low,AeroParts Global,China,Air,0.72,6,7
THY-0061,Tray Table Arm,Cabin Interior,Low,Dubai Aerospace Parts,UAE,Air,0.78,3,3
THY-0006,Rivet Pack (100pc),Consumables,Medium,Alp Aviation,Turkey,Road,0.86,2,2
THY-0017,Flap Actuator,Hydraulics,High,Safran Aerosystems,France,Air,0.91,5,5
THY-0015,Adhesive Film Roll,Consumables,Medium,Boeing Distribution Services,USA,Air,0.9,6,7
THY-0035,Navigation Display,Avionics,High,Collins Aerospace,USA,Air,0.93,5,6
THY-0060,Reading Light Assembly,Cabin Interior,Medium,AeroParts Global,China,Air,0.72,12,17
THY-0060,Reading Light Assembly,Cabin Interior,Medium,Boeing Distribution Services,USA,Air,0.9,7,8
THY-0058,Passenger Oxygen Mask,Cabin Interior,Medium,Boeing Distribution Services,USA,Air,0.9,8,8
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,AeroParts Global,China,Sea,0.72,30,33
THY-0039,FDR Battery Pack,Avionics,High,Thales Avionics,France,Air,0.88,4,5
THY-0034,VHF Radio Unit,Avionics,Medium,Collins Aerospace,USA,Sea,0.93,34,27
THY-0027,Carbon Brake Disc,Landing Gear,Medium,Alp Aviation,Turkey,Road,0.86,3,4
THY-0045,Static Inverter,Electrical,High,AeroParts Global,China,Air,0.72,7,8
THY-0051,Starter Motor,Engine Parts,Medium,GKN Aerospace,UK,Sea,0.87,16,17
THY-0032,Transponder Unit,Avionics,Medium,Thales Avionics,France,Sea,0.88,15,17
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,GKN Aerospace,UK,Air,0.87,5,6
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,Meggitt PLC,UK,Air,0.85,8,10
THY-0024,Main Wheel Tire,Landing Gear,High,Alp Aviation,Turkey,Air,0.86,2,2
THY-0040,Main Battery Pack,Electrical,Medium,Collins Aerospace,USA,Sea,0.93,32,38
THY-0003,Turbine Engine Oil,Consumables,High,AeroParts Global,China,Air,0.72,12,15
THY-0055,Combustor Liner Panel,Engine Parts,High,TEI Tusas Engine Industries,Turkey,Road,0.89,5,6
THY-0007,Cabin Air Filter,Consumables,Low,Kale Aero,Turkey,Road,0.83,4,6
THY-0042,LED Landing Light,Electrical,Low,Meggitt PLC,UK,Air,0.85,4,5
THY-0005,Safety Wire Spool,Consumables,Medium,Dubai Aerospace Parts,UAE,Air,0.78,6,8
THY-0029,Torque Link Pin,Landing Gear,High,Alp Aviation,Turkey,Road,0.86,2,2
THY-0014,Cotter Pin Pack,Consumables,Medium,Kale Aero,Turkey,Road,0.83,3,3
THY-0005,Safety Wire Spool,Consumables,Medium,AeroParts Global,China,Sea,0.72,42,58
THY-0013,Bolt Kit (AN-Series),Consumables,Low,AeroParts Global,China,Air,0.72,12,16
THY-0034,VHF Radio Unit,Avionics,Medium,Collins Aerospace,USA,Sea,0.93,39,41
THY-0005,Safety Wire Spool,Consumables,Medium,Kale Aero,Turkey,Air,0.83,3,3
THY-0011,Sealant Tube (PR-1440),Consumables,Low,Boeing Distribution Services,USA,Air,0.9,9,12
THY-0044,Circuit Breaker (25A),Electrical,Medium,ST Engineering Aerospace,Singapore,Air,0.9,7,8
THY-0028,Shock Strut Seal Kit,Landing Gear,Medium,GKN Aerospace,UK,Air,0.87,4,4
THY-0029,Torque Link Pin,Landing Gear,High,Alp Aviation,Turkey,Air,0.86,2,2
THY-0048,Igniter Plug,Engine Parts,High,Lufthansa Technik,Germany,Air,0.95,5,3
THY-0026,Brake Assembly,Landing Gear,High,GKN Aerospace,UK,Air,0.87,5,5
THY-0036,Pitot Tube,Avionics,High,Thales Avionics,France,Sea,0.88,13,13
THY-0063,Emergency Flashlight,Cabin Interior,High,Kale Aero,Turkey,Road,0.83,4,5
THY-0047,Position Light Assembly,Electrical,Medium,Collins Aerospace,USA,Sea,0.93,28,26
THY-0062,Lavatory Smoke Detector,Cabin Interior,High,Kale Aero,Turkey,Road,0.83,5,5
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,Nabtesco Aerospace,Japan,Air,0.94,6,6
THY-0013,Bolt Kit (AN-Series),Consumables,Low,Dubai Aerospace Parts,UAE,Sea,0.78,17,24
